SMILES,canonical_smiles,Activity Comment,Protein Target Name
C/C=C/c1ccc2c(c1)[C@H](CO)[C@@H](c1ccc(O)cc1)O2,C/C=C/c1ccc2c(c1)[C@H](CO)[C@H](O2)c1ccc(cc1)O,0,Glucocorticoid receptor
COc1ccc(-c2cc3cc(CCCO)ccc3o2)c(O)c1,OCCCc1ccc2c(c1)cc(o2)c1ccc(cc1O)OC,0,Glucocorticoid receptor
C/C=C/c1ccc2oc(-c3ccc(O)cc3O)cc2c1,C/C=C/c1ccc2c(c1)cc(o2)c1ccc(cc1O)O,0,Glucocorticoid receptor
C/C=C/c1ccc2c(c1)[C@@H](C)[C@H](c1ccc(O)cc1)O2,C/C=C/c1ccc2c(c1)[C@@H](C)[C@@H](O2)c1ccc(cc1)O,0,Glucocorticoid receptor
C/C=C/c1ccc2oc(-c3ccc(O)cc3)cc2c1,C/C=C/c1ccc2c(c1)cc(o2)c1ccc(cc1)O,0,Glucocorticoid receptor
C/C=C/c1ccc2oc(-c3ccc(O)cc3OC)cc2c1,C/C=C/c1ccc2c(c1)cc(o2)c1ccc(cc1OC)O,0,Glucocorticoid receptor
C/C=C/c1ccc2oc(-c3ccc(OC)cc3O)cc2c1,C/C=C/c1ccc2c(c1)cc(o2)c1ccc(cc1O)OC,0,Glucocorticoid receptor
C/C=C/c1ccc2oc(-c3ccc(O)cc3)c(C)c2c1,C/C=C/c1ccc2c(c1)c(C)c(o2)c1ccc(cc1)O,0,Glucocorticoid receptor
Cc1cc(O)c(C(=O)/C=C/c2ccccc2F)c(=O)o1,Cc1cc(O)c(c(=O)o1)C(=O)/C=C/c1ccccc1F,0,NRF2
Nc1ccc([As]2SCCCS2)cc1,Nc1ccc(cc1)[As]1SCCCS1,0,Thioredoxin reductase
Cn1cnc2ccc(-c3noc(-c4ccc5cc[nH]c5c4)n3)cc21,Cn1cnc2c1cc(cc2)c1noc(n1)c1ccc2c(c1)[nH]cc2,1,NRF2
Fc1ccc(-c2nc(-c3ccc4nc[nH]c4c3)no2)cc1,Fc1ccc(cc1)c1onc(n1)c1ccc2c(c1)[nH]cn2,1,NRF2
COc1ccc(/C(COc2ccc3ccccc3c2)=N/O)cc1,COc1ccc(cc1)/C(=N/O)/COc1ccc2c(c1)cccc2,1,NRF2
O/N=C(\COc1ccc2ccccc2c1)c1ccc(F)cc1,O/N=C(/c1ccc(cc1)F)\COc1ccc2c(c1)cccc2,1,NRF2
O/N=C(\COc1ccc2ccccc2c1)c1ccccc1,O/N=C(/c1ccccc1)\COc1ccc2c(c1)cccc2,1,NRF2
C/C(COc1ccc2ccccc2c1)=N\O,O/N=C(/COc1ccc2c(c1)cccc2)\C,1,NRF2
COc1cc([C@@H](CC(=O)O)c2ccc(C)c(CN3C[C@@H](C)Oc4ccccc4S3(=O)=O)c2)cc2nnn(C)c12,COc1cc(cc2c1n(C)nn2)[C@H](c1ccc(c(c1)CN1C[C@@H](C)Oc2c(S1(=O)=O)cccc2)C)CC(=O)O,1,NRF2
COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,N#CC1=C[C@@]2(C)[C@H](C(C1=O)(C)C)CC[C@@]1(C2=CC(=O)[C@H]2[C@@]1(C)CC[C@@]1([C@H]2CC(C)(C)CC1)C(=O)OC)C,1,NRF2
COC(=O)/C=C/C(=O)OC,COC(=O)/C=C/C(=O)OC,1,NRF2
COc1ccc(-c2coc3cc(OC)cc(O)c3c2=O)cc1,COc1ccc(cc1)c1coc2c(c1=O)c(O)cc(c2)OC,1,NRF2
Cc1ccc(-c2noc(-c3ccc(F)c(F)c3)n2)cn1,Cc1ccc(cn1)c1noc(n1)c1ccc(c(c1)F)F,1,NRF2
CC(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](C)O,CC(C[C@@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(C)C)Cc1ccccc1)CCC(=O)O)[C@H](O)C)CCC(=O)O)CC(=O)O)NC(=O)[C@@H](NC(=O)CNC(=O)C)CCC(=O)N)C,0,NRF2
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC1=O,NC(=O)CC[C@@H]1NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@@H](NC(=O)[C@@H](NC1=O)CC(C)C)CC(=O)O)CCC2)CCC(=O)O)[C@H](O)C,1,NRF2
CCn1nnc2c(C)c([C@@H](CC(=O)O)c3ccc4c(c3)CN(C(=O)c3c(C)c(C)cc(C)c3C)CC4)ccc21,CCn1nnc2c1ccc(c2C)[C@H](c1ccc2c(c1)CN(CC2)C(=O)c1c(C)c(C)cc(c1C)C)CC(=O)O,1,NRF2
CC1=C(C)C(=O)O[C@H]([C@](C)(O)[C@]2(O)CC[C@@]3(O)[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@]23C)C1,CC1=C(C)C(=O)O[C@@H](C1)[C@@]([C@]1(O)CC[C@@]2([C@]1(C)CC[C@H]1[C@H]2C[C@@H]2[C@]3([C@]1(C)C(=O)C=C[C@@H]3O)O2)O)(O)C,1,NRF2
CC1=C[C@@H]2[C@H]3[C@H](C(C)=C4[C@H]5OC(=O)[C@@H](C)[C@@H]5CC[C@](C)(O)[C@@H]43)[C@@]13[C@@H]2[C@@](C)(O)CC[C@H]1[C@H](C)C(=O)O[C@@H]13,C[C@@H]1C(=O)O[C@H]2[C@H]1CC[C@]([C@H]1C2=C(C)[C@H]2[C@@H]1[C@@H]1[C@@H]3[C@]2(C(=C1)C)[C@H]1OC(=O)[C@H]([C@@H]1CC[C@]3(C)O)C)(C)O,1,Taste receptor type 2 member 46
COC(=O)[C@@H](C)C1=CC2=C(C)[C@H]3[C@H]([C@@H]4CC5(C)O[C@@]6(C)CC[C@H]7[C@H](C)C(=O)O[C@@H]7C35[C@@H]46)[C@H]2[C@@](C)(O)CC1,COC(=O)[C@H](C1=CC2=C(C)[C@H]3[C@@H]([C@H]2[C@@](CC1)(C)O)[C@H]1[C@@H]2C43[C@H]3OC(=O)[C@H]([C@@H]3CC[C@@]2(OC4(C1)C)C)C)C,0,Taste receptor type 2 member 46
CC1=C2C=C([C@H](C)C(=O)OCCc3ccccc3)CC[C@](C)(O)[C@@H]2[C@H]2[C@@H]3CC4(C)O[C@@]5(C)CC[C@H]6[C@H](C)C(=O)O[C@@H]6C4([C@@H]35)[C@@H]12,O=C([C@H](C1=CC2=C(C)[C@H]3[C@@H]([C@H]2[C@@](CC1)(C)O)[C@H]1[C@@H]2C43[C@H]3OC(=O)[C@H]([C@@H]3CC[C@@]2(OC4(C1)C)C)C)C)OCCc1ccccc1,0,Taste receptor type 2 member 46
CC1=C2C=C(C(C)NC(=O)N=[N+]=[N-])CC[C@](C)(O)[C@@H]2[C@H]2[C@@H]3CC4(C)O[C@@]5(C)CC[C@H]6[C@H](C)C(=O)O[C@@H]6C4([C@@H]35)[C@@H]12,[N-]=[N+]=NC(=O)NC(C1=CC2=C(C)[C@H]3[C@@H]([C@H]2[C@@](CC1)(C)O)[C@H]1[C@@H]2C43[C@H]3OC(=O)[C@H]([C@@H]3CC[C@@]2(OC4(C1)C)C)C)C,0,Taste receptor type 2 member 46
O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,O=C1C(c2ccc3c(n2)cccc3)C(=O)c2c1cccc2,1,NRF2
Cl[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,Cl[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,1,NRF2
c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,c1ccc2c(c1)cc1-c3cccc4c3c(-c1c2)ccc4,1,NRF2
O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1Cl,Clc1ccc(cc1C(=O)Nc1ccccc1)[N+](=O)[O-],1,NRF2
CCCC[Sn]1(CCCC)OC(=O)C=CC(=O)O1,CCCC[Sn]1(CCCC)OC(=O)C=CC(=O)O1,1,NRF2
CCCC[Sn](Cl)(Cl)CCCC,CCCC[Sn](CCCC)(Cl)Cl,1,NRF2
Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,OCC1OC(C(C1O)O)n1cnc(nc1=O)N,1,NRF2
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,CCC(=C)C(=O)c1ccc(c(c1Cl)Cl)OCC(=O)O,1,NRF2
c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,c1ccc2c(c1)c1cc3ccc4c(c3cc1cc2)cccc4,1,NRF2
c1ccc2c(c1)ccc1c3ccccc3ccc21,c1ccc2c(c1)c1ccc3c(c1cc2)cccc3,1,NRF2
Oc1ccc2ccccc2c1N=Nc1ccccc1,Oc1ccc2c(c1N=Nc1ccccc1)cccc2,1,NRF2
Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1,OC(=O)CCC(C(=O)O)NC(=O)c1ccc(cc1)NCc1cnc2c(n1)c(N)nc(n2)N,1,NRF2
O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Fe+3].[Na+],[O-]C(=O)CN(CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-].[Na+].[Fe+3],1,NRF2
CC=C1C(=O)CC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC=C1C(=O)CC2C1(C)CCC1C2CCC2=CC(=O)CCC12C,1,NRF2
c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,c1ccc2-c3c4c(-c2c1)cc1ccccc1c4ccc3,1,NRF2
O=c1cc(-c2ccccc2)oc2ccccc12,O=c1cc(oc2c1cccc2)c1ccccc1,1,NRF2
Oc1ccc(O)cc1,Oc1ccc(cc1)O,1,NRF2
CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1,O=c1c(Cl)c(SCc2ccc(cc2)C(C)(C)C)cnn1C(C)(C)C,1,NRF2
CC12CC(=CO)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,OC=C1CC2(C)C(CC1=O)CCC1C2CCC2(C1CCC2(C)O)C,1,NRF2
COc1ccc(C=Cc2cc(OC)cc(=O)o2)cc1,COc1ccc(cc1)C=Cc1cc(OC)cc(=O)o1,1,NRF2
O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,O=c1n(CC2OC2)c(=O)n(c(=O)n1CC1OC1)CC1OC1,1,NRF2
CCOCN(C(=O)CCl)c1c(C)cccc1CC,CCOCN(c1c(C)cccc1CC)C(=O)CCl,1,NRF2
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,Cc1c2ccc3c(c2c(c2c1cccc2)C)cccc3,1,NRF2
Cl.Cl.Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,Nc1ccc(cc1Cl)c1ccc(c(c1)Cl)N.Cl.Cl,1,NRF2
Cc1cc(N=Nc2ccccc2C)ccc1N,Cc1cc(ccc1N)N=Nc1ccccc1C,1,NRF2
Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-],[O-][N+](=O)c1c(C)cccc1[N+](=O)[O-],1,NRF2
Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,Cc1ccc(c(c1)[N+](=O)[O-])[N+](=O)[O-],1,NRF2
Nc1ccc([N+](=O)[O-])cc1N,[O-][N+](=O)c1ccc(c(c1)N)N,1,NRF2
Cc1cccc(O)c1,Cc1cccc(c1)O,1,NRF2
Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,Cc1ccc2c3c1CCc3c1c(c2)c2ccccc2cc1,1,NRF2
Cc1cccc2sc3nncn3c12,Cc1cccc2c1n1cnnc1s2,1,NRF2
Cc1nn(C)c(Oc2ccccc2)c1C=NOCc1ccc(C(=O)OC(C)(C)C)cc1,Cc1nn(c(c1C=NOCc1ccc(cc1)C(=O)OC(C)(C)C)Oc1ccccc1)C,1,NRF2
O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,O=C1C(=C(Cl)C(=O)c2c1cccc2)Cl,1,NRF2
Cc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,Cc1ccc(c(c1)C)N=Nc1c(O)ccc2c1cccc2,1,NRF2
O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,[O-][N+](=O)c1ccc2c3c1ccc1c3c(cc2)ccc1,1,NRF2
CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,CCCCCCC1C(=O)OC(C)C(C(=O)OC(C1OC(=O)CC(C)C)C)NC(=O)c1cccc(c1O)NC=O,1,NRF2
CCCOC(=O)c1cc(O)c(O)c(O)c1,CCCOC(=O)c1cc(O)c(c(c1)O)O,1,NRF2
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],1,NRF2
Nc1ccccc1O,Nc1ccccc1O,1,NRF2
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,COc1c(OC)cc2c(-c3ccc(c(=O)cc3C(CC2)NC(=O)C)OC)c1OC,1,NRF2
COc1cc(-c2ccc(N)c(OC)c2)ccc1N,COc1cc(ccc1N)c1ccc(c(c1)OC)N,1,NRF2
Nc1cc(Cl)ccc1O,Clc1ccc(c(c1)N)O,1,NRF2
Nc1cc(Cl)c([N+](=O)[O-])cc1O,[O-][N+](=O)c1cc(O)c(cc1Cl)N,1,NRF2
O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,[O-][N+](=O)c1cccc2c1cccc2[N+](=O)[O-],1,NRF2
CCc1cccc(CC)c1N(COC)C(=O)CCl,COCN(c1c(CC)cccc1CC)C(=O)CCl,1,NRF2
O=C(O)c1cc(O)c(O)c(O)c1,OC(=O)c1cc(O)c(c(c1)O)O,1,NRF2
c1ccc(N=NNc2ccccc2)cc1,c1ccc(cc1)NN=Nc1ccccc1,1,NRF2
Nc1cc([N+](=O)[O-])ccc1O,[O-][N+](=O)c1ccc(c(c1)N)O,1,NRF2
COC1C(OC(=O)C=CC=CC=CC=CC(=O)O)CCC2(CO2)C1C1(C)OC1CC=C(C)C,COC1C(CCC2(C1C1(C)OC1CC=C(C)C)CO2)OC(=O)C=CC=CC=CC=CC(=O)O,1,NRF2
[Br-].[Br-].c1cc[n+]2c(c1)-c1cccc[n+]1CC2,c1cc[n+]2c(-c3cccc[n+]3CC2)c1.[Br-].[Br-],1,NRF2
CCOc1cc(C(C)(C)C)ccc1C1COC(c2c(F)cccc2F)=N1,CCOc1cc(ccc1C1COC(=N1)c1c(F)cccc1F)C(C)(C)C,1,NRF2
CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)c1ncccc1S(=O)(=O)CC,1,NRF2
O=C(O)c1cc(O)c2ccccc2c1O,OC(=O)c1cc(O)c2c(c1O)cccc2,1,NRF2
c1ccc2cc3c(ccc4ccccc43)cc2c1,c1ccc2c(c1)cc1c(c2)ccc2c1cccc2,1,NRF2
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccccc1,1,NRF2
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,Oc1ccc(cc1)c1coc2c(c1=O)c(O)cc(c2)O,1,NRF2
Cl.Nc1ccc(N=Nc2ccccc2)c(N)n1,Nc1ccc(c(n1)N)N=Nc1ccccc1.Cl,1,NRF2
NC(=O)NN=Cc1ccc([N+](=O)[O-])o1,NC(=O)NN=Cc1ccc(o1)[N+](=O)[O-],1,NRF2
NC(=Nc1ccccc1)Nc1ccccc1,NC(=Nc1ccccc1)Nc1ccccc1,1,NRF2
Oc1cccc(O)c1O,Oc1c(O)cccc1O,1,NRF2
Nc1ccccc1N,Nc1ccccc1N,1,NRF2
Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1,Oc1ccc2c(c1)ccc(c2)SSc1ccc2c(c1)ccc(c2)O,1,NRF2
Nc1ccc2cc3ccccc3cc2c1,Nc1ccc2c(c1)cc1c(c2)cccc1,1,NRF2
Cc1ccc(O)c(N)c1,Cc1ccc(c(c1)N)O,1,NRF2
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,[O-][N+](=O)c1cc(C)c(c(c1)[N+](=O)[O-])O,1,NRF2
O=Nc1ccc(NO)cc1,ONc1ccc(cc1)N=O,1,NRF2
Nc1ccc(Cl)cc1N,Clc1ccc(c(c1)N)N,1,NRF2
Nc1ccc([N+](=O)[O-])cc1O,[O-][N+](=O)c1ccc(c(c1)O)N,1,NRF2
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,OC(=O)CCC(C(=O)O)NC(=O)c1ccc(cc1)N(Cc1cnc2c(n1)c(N)nc(n2)N)C,1,NRF2
CNC(=O)Oc1cccc2ccccc12,CNC(=O)Oc1cccc2c1cccc2,1,NRF2
Cc1ccc2c(c1N)C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2c1ccc(c2N)C,1,NRF2
Nc1ccc(N)c([N+](=O)[O-])c1,Nc1ccc(c(c1)[N+](=O)[O-])N,1,NRF2
Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,Fc1ccc(cc1)Oc1ccnc2c1c(Cl)cc(c2)Cl,1,NRF2
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,O=C(C1=C(C)OCCS1(=O)=O)Nc1ccccc1,1,NRF2
CN(c1c(Br)cc(Br)cc1Br)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,Brc1cc(Br)c(c(c1)Br)N(c1c(cc(cc1C(F)(F)F)[N+](=O)[O-])[N+](=O)[O-])C,1,NRF2
COC=C(C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,COC=C(c1ccccc1Oc1ncnc(c1)Oc1ccccc1C#N)C(=O)OC,1,NRF2
CON=C(C(=O)OC)c1ccccc1CON=C(C)c1cccc(C(F)(F)F)c1,CON=C(c1ccccc1CON=C(c1cccc(c1)C(F)(F)F)C)C(=O)OC,1,NRF2
CON=C(C(=O)OC)c1ccccc1COc1ccccc1C,CON=C(c1ccccc1COc1ccccc1C)C(=O)OC,1,NRF2
CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n1ccnc1,CCCOCC(=Nc1ccc(cc1C(F)(F)F)Cl)n1cncc1,1,NRF2
COCC(C)N(C(=O)CCl)c1c(C)csc1C,COCC(N(c1c(C)csc1C)C(=O)CCl)C,1,NRF2
Nc1cc(Cl)c(O)c(Cl)c1,Nc1cc(Cl)c(c(c1)Cl)O,1,NRF2
CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,CC=CCC(C(C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)O)C,1,NRF2
C1CCC([Sn](C2CCCCC2)C2CCCCC2)CC1.O,C1CCC(CC1)[Sn](C1CCCCC1)C1CCCCC1.O,1,NRF2
CC(=O)Nc1ccc(N=Nc2cc(C)ccc2O)cc1,CC(=O)Nc1ccc(cc1)N=Nc1cc(C)ccc1O,1,NRF2
CC(=Cc1ccc(C(=O)O)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C,CC(=Cc1ccc(cc1)C(=O)O)c1ccc2c(c1)C(C)(C)CCC2(C)C,1,NRF2
CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,CC#CC1(O)CCC2C1(C)CC(c1ccc(cc1)N(C)C)C1=C3CCC(=O)C=C3CCC21,1,NRF2
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,CC(CCCC(C1CCC2C1(C)CCCC2=CC=C1CC(O)CCC1=C)C)C,1,NRF2
CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=O,O=CC=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C,1,NRF2
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,OC1CCC2(C(C1)CCC1C2CCC2(C1CCC2C(CCC(=O)O)C)C)C,1,NRF2
c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,c1ccc2c(c1)sc(n2)SSc1nc2c(s1)cccc2,1,NRF2
Nc1ccc(O)c([N+](=O)[O-])c1,Nc1ccc(c(c1)[N+](=O)[O-])O,1,NRF2
C(=NC1CCCCC1)=NC1CCCCC1,C1CCC(CC1)N=C=NC1CCCCC1,1,NRF2
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,O=S1OCC2C(CO1)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,1,NRF2
Clc1nc(Cl)c(Cl)c(Cl)c1Cl,Clc1nc(Cl)c(c(c1Cl)Cl)Cl,1,NRF2
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,c1ccc(cc1)c1ccc(cc1)c1ccccc1,1,NRF2
C=C(C)C1CC=C(C)CC1,CC1=CCC(CC1)C(=C)C,1,NRF2
c1ccc2occc2c1,c1ccc2c(c1)occ2,1,NRF2
Oc1ccccc1-c1ccccc1,Oc1ccccc1c1ccccc1,1,NRF2
O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1,[O-][N+](=O)c1cc(cc2c1cccc2)[N+](=O)[O-],1,NRF2
Oc1ccccc1,Oc1ccccc1,1,NRF2
CCCCOCC(C)O,CCCCOCC(O)C,1,NRF2
Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,Cc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)cc(c1)O,1,NRF2
O=C(O)C(Br)Br,BrC(C(=O)O)Br,1,NRF2
O=c1ccc2ccccc2o1,O=c1ccc2c(o1)cccc2,1,NRF2
Cc1ccc(O)c(C)c1,Cc1ccc(c(c1)C)O,1,NRF2
C=CC(=O)NCO,OCNC(=O)C=C,1,NRF2
O=C(Nc1ccccc1)c1cc(Cl)ccc1O,Clc1ccc(c(c1)C(=O)Nc1ccccc1)O,1,NRF2
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,ClC1CC2C(C1Cl)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,1,NRF2
Cl.Nc1c2ccccc2nc2ccccc12.O,Nc1c2ccccc2nc2c1cccc2.Cl.O,1,NRF2
Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1,Clc1ccc(cc1)C(C(Cl)(Cl)Cl)c1ccccc1Cl,1,NRF2
Cc1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2c1ccc(c2[N+](=O)[O-])C,1,NRF2
COc1cc(-c2ccc(N=C=O)c(OC)c2)ccc1N=C=O,O=C=Nc1ccc(cc1OC)c1ccc(c(c1)OC)N=C=O,1,NRF2
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,ClC(C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)(Cl)Cl,1,NRF2
CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,CC(N1C(=NC(C)(C)C)SCN(C1=O)c1ccccc1)C,1,NRF2
NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(C(C(C(C(S(=O)(=O)N)(F)F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)F,1,NRF2
O=C(Nc1ccccc1)c1ccccc1O,O=C(c1ccccc1O)Nc1ccccc1,1,NRF2
NC(Cc1ccccc1)C(=O)O,NC(C(=O)O)Cc1ccccc1,1,NRF2
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CC(=CC=CC(=CC(=O)O)C)C=CC1=C(C)CCCC1(C)C,1,NRF2
Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,Oc1ccc(cc1)C=Cc1cc(O)cc(c1)O,1,NRF2
O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,Oc1ccc2c(c1)oc(=O)c1c2oc2c1ccc(c2)O,1,NRF2
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,O=C(C(C)C)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],1,NRF2
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,Clc1ccc(c(c1)C(=O)Nc1ccc(cc1Cl)[N+](=O)[O-])O,1,NRF2
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,O=C1NC(C(=O)N1c1ccc(c(c1)C(F)(F)F)[N+](=O)[O-])(C)C,1,NRF2
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,Nc1nc(N)c2c(n1)nc(c(n2)c1ccccc1)N,1,NRF2
Cc1cccc(Nc2ccccc2C(=O)O)c1C,OC(=O)c1ccccc1Nc1cccc(c1C)C,1,NRF2
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,OCC=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C,1,NRF2
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,COP(=O)(C(C(Cl)(Cl)Cl)O)OC,1,NRF2
NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,ClCCN(c1ccc(cc1)CC(C(=O)O)N)CCCl,1,NRF2
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,COC(CCCC(CC=CC(=CC(=O)OC(C)C)C)C)(C)C,1,NRF2
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,CC(=O)OC1(CCC2C1(C)CCC1C2C=C(C2=CC(=O)C3C(C12C)C3)Cl)C(=O)C,1,NRF2
